P|SA|Name|CLAT|CLON|SLAT|ELAT|SLON|ELON|DIR|DIAM|CT|ET|QUAD|MAP|AS|AD|REF|FT|Origin
"V"|"V"|"Evelyn"|-61.2|212.3|0.0|0.0|0.0|0.0|"E"|18.0|"EU"|"CE"|"V-59"|"I-2523"|5|1997|109|"AA"|"Celtic first name."
"E"|"m"|"Evershed"|35.7|-159.5|||||"E"|66.0|"EU"|"GB"|"LOC-4"|"LOC-4"|5|1970|0|"AA"|"John; British astronomer (1864-1956)."
"V"|"V"|"Evika"|-5.1|31.4|0.0|0.0|0.0|0.0|"E"|20.3|"UR"|"RU"|"V-33"|"I-2475"|5|1994|112|"AA"|"Tatar first name."
"M"|"M"|"Evpatoriya"|47.3|225.6|0.0|0.0|0.0|0.0|"W"|1.0|"UR"|"SO"|"CANBER"|"I-1060"|5|1979|64|"AA"|"Soviet tracking site (Soviet spelling used)."
"M"|"ME"|"Evpatoriya"|46.98|134.4|0.0|0.0|360.0|360.0|"E"|1.0|"UR"|"SO"|"CANBER"|"I-1060"|5|1979|64|"AA"|"Soviet tracking site (Soviet spelling used)."
"M"|"M"|"Evros Vallis"|-12.7|346.1|-13.2|-12.3|343.2|348.8|"W"|335.0|"EU"|"GR"|"MC-20"|"I-2532"|5|1982|56|"VA"|"River in Greece."
"M"|"ME"|"Evros Vallis"|-12.56|13.9|-13.06|-12.17|16.8|11.2|"E"|335.0|"EU"|"GR"|"MC-20"|"I-2532"|5|1982|56|"VA"|"River in Greece."
"E"|"m"|"Ewen"|7.7|121.4|||||"E"|3.0|"EU"|"IR"|"S-02"|"65C1S2"|5|1979|0|"AA"|"Gaelic male name."
"V"|"V"|"Ezraela"|57.0|186.8|0.0|0.0|0.0|0.0|"E"|7.8|"AS"|"HE"|"V-05"|"Unknown"|5|1997|109|"AA"|"Hebrew first name."
"E"|"m"|"Eötvös"|-35.5|133.8|||||"E"|99.0|"EU"|"HU"|"LOC-4"|"LOC-4"|5|1970|75|"AA"|"Lóránt (English - Roland) von; Hungarian physicist (1848-1919)."
"E"|"m"|"Fabbroni"|18.7|29.2|||||"E"|10.0|"EU"|"IT"|"LTO"|"042C3"|5|1976|0|"AA"|"Giovanni Valentino Mattia; Italian chemist (1752-1822)."
"E"|"m"|"Fabricius"|-42.9|42.0|||||"E"|78.0|"EU"|"DU"|"LAC 114"|"LAC 114"|5|1935|66|"AA"|"Goldschmidt, David; Dutch astronomer (1564-1617)."
"E"|"m"|"Fabry"|42.9|100.7|||||"E"|184.0|"EU"|"FR"|"LOC-3"|"LOC-3"|5|1970|68|"AA"|"Charles; French physicist (1867-1945)."
"J"|"ca"|"Fadir"|56.6|12.6|55.6|57.4|10.6|14.3|"W"|78.6|"EU"|"NS"|"GLOBAL"|"I-2770"|5|1979|17|"AA"|"Norse farmer."
"E"|"m"|"Fahrenheit"|13.1|61.7|||||"E"|6.0|"EU"|"DU"|"LTO62B1"|"LTO-62B1"|5|1976|0|"AA"|"Gabriel Daniel; Dutch physicist (1686-1736)."
"V"|"V"|"Faiga"|4.9|170.9|0.0|0.0|0.0|0.0|"E"|9.6|"EU"|"EN"|"V-25"|"Unknown"|5|1994|82|"AA"|"Anglo-Saxon first name."
"V"|"V"|"Faina"|71.1|100.7|0.0|0.0|0.0|0.0|"E"|10.0|"AS"|"TU"|"V-03"|"I-2490"|5|1997|107|"AA"|"Turkish first name."
"E"|"m"|"Fairouz"|-26.1|102.9|||||"E"|3.0|"AS"|"AR"|"S-01"|"100C1"|5|1976|0|"AA"|"Arab female name."
"M"|"M"|"Faith"|43.3|11.9|43.2|43.3|11.8|11.9|"W"|5.8|"US"|"ND"|"CYDONI"|"I-946"|5|1976|36|"AA"|"Town in North Dakota, USA."
"M"|"ME"|"Faith"|42.98|348.1|42.88|42.98|348.2|348.1|"E"|5.8|"US"|"ND"|"CYDONI"|"I-946"|5|1976|36|"AA"|"Town in North Dakota, USA."
"V"|"V"|"Fakahotu Corona"|59.1|106.4|59.1|59.4|103.8|108.9|"E"|290.0|"OC"|"TU"|"V-03"|"I-2490"|5|1985|65|"CR"|"Tuamotu earth mother."
"E"|"m"|"Falcon"|20.4|30.3|||||"E"|0.0|"NA"|"AM"|"S-01"|"43 D1"|5|1973|0|"LF"|"Astronaut-named feature, Apollo 17 site."
"U"|"ob"|"Falstaff"|-22.1|19.0|||||"E"|124.0|"EU"|"GB"|"OBERON"|"Unknown"|5|1988|85|"AA"|"Shakespearean character in \"Merry Wives of Windsor.\""
"M"|"M"|"Falun"|-24.2|24.7|-24.3|-24.1|24.6|24.8|"W"|10.2|"EU"|"SW"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Sweden."
"M"|"ME"|"Falun"|-23.96|335.3|-24.06|-23.86|335.4|335.2|"E"|10.2|"EU"|"SW"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Sweden."
"E"|"m"|"Family Mountain"|20.4|30.3|||||"E"|7.0|"NA"|"AM"|"S-01"|"43 D1"|5|1973|59|"LF"|"Astronaut-named feature, Apollo 17 site."
"V"|"V"|"Fand Mons"|7.0|158.0|6.0|7.5|157.5|159.0|"E"|300.0|"EU"|"CE"|"V-25"|"I-2467"|5|2003|127|"MO"|"Celtic goddess of healing and pleasure."
"M"|"M"|"Faqu"|-24.8|253.8|-24.9|-24.6|253.6|253.9|"W"|12.4|"AS"|"JO"|"MC-22"|"I-2532"|5|1991|74|"AA"|"Town in Jordan."
"M"|"ME"|"Faqu"|-24.55|106.2|-24.65|-24.36|106.4|106.1|"E"|12.4|"AS"|"JO"|"MC-22"|"I-2532"|5|1991|74|"AA"|"Town in Jordan."
"V"|"V"|"Fara Vallis"|-1.2|345.5|-1.8|-0.6|346.0|344.4|"E"|260.0|"AF"|"MD"|"V-43"|"I-2475"|5|2000|65|"VA"|"Malagasy (Madagascar) water goddess."
"E"|"m"|"Faraday"|-42.4|8.7|||||"E"|69.0|"EU"|"GB"|"LAC 112"|"LAC 112"|5|1935|66|"AA"|"Michael; British chemist, physicist (1791-1867)."
"V"|"V"|"Faravari Mons"|-43.5|309.0|0.0|0.0|0.0|0.0|"E"|500.0|"AF"|"MD"|"V-54"|"I-2475"|5|1997|107|"MO"|"Malagasy (Madagascar) water goddess."
"V"|"V"|"Farida"|4.8|39.0|0.0|0.0|0.0|0.0|"E"|18.0|"UR"|"AZ"|"V-21"|"I-2466"|5|1994|108|"AA"|"Azeri first name."
"S"|"rh"|"Faro"|45.3|114.0|||||"W"|0.0|"AF"|"MN"|"PRELIM"|"Unknown"|5|1982|40|"AA"|"Mande; his sacrificial killing in heaven atoned for his twin Pemba\'s sin; purified Earth."
"M"|"M"|"Fastov"|-25.3|20.4|-25.4|-25.2|20.3|20.5|"W"|10.3|"UR"|"UK"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Ukraine."
"M"|"ME"|"Fastov"|-25.05|339.6|-25.15|-24.95|339.7|339.5|"E"|10.3|"UR"|"UK"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Ukraine."
"V"|"V"|"Fatima"|-17.8|31.9|0.0|0.0|0.0|0.0|"E"|14.5|"AS"|"SE"|"V-33"|"I-2475"|5|1994|82|"AA"|"Arabic first name."
"V"|"V"|"Fatua Corona"|-16.3|17.7|0.0|0.0|0.0|0.0|"E"|400.0|"EU"|"RM"|"V-32"|"I-2475"|5|1994|43|"CR"|"Roman goddess of fertility."
"V"|"V"|"Faufau"|18.8|8.3|0.0|0.0|0.0|0.0|"E"|7.8|"OC"|"PO"|"V-20"|"Unknown"|5|1997|107|"AA"|"Polynesian first name."
"E"|"m"|"Faustini"|-87.3|77.0|||||"E"|39.0|"EU"|"IT"|"Unknown"|"Unknown"|5|1994|0|"AA"|"Arnaldo; Italian polar geographer (1874-1944)."
"E"|"m"|"Fauth"|6.3|-20.1|||||"E"|12.0|"EU"|"GE"|"LAC 58"|"LAC 58"|5|1935|68|"AA"|"Philipp Johann Heinrich; German selenographer (1867-1941)."
"V"|"V"|"Fava"|-0.7|87.4|0.0|0.0|0.0|0.0|"E"|9.7|"UR"|"KG"|"V-34"|"Unknown"|5|1997|107|"AA"|"Dunghan (Kyrgyzstan) first name."
"E"|"m"|"Faye"|-21.4|3.9|||||"E"|36.0|"EU"|"FR"|"LAC 95"|"LAC 95"|5|1935|75|"AA"|"Hervé-Auguste-Etienne-Albans; French astronomer (1814-1902)."
"V"|"V"|"Fazu"|32.4|106.0|0.0|0.0|0.0|0.0|"E"|6.1|"UR"|"CC"|"V-11"|"Unknown"|5|1997|107|"AA"|"Avarian (Daghestan) first name."
"V"|"V"|"Fea Fossae"|27.5|224.0|0.0|0.0|0.0|0.0|"E"|620.0|"EU"|"CE"|"V-15"|"I-2457"|5|1997|83|"FO"|"Gaelic war goddess."
"E"|"m"|"Fechner"|-59.0|124.9|||||"E"|63.0|"EU"|"GE"|"LMP-3"|"LMP-3"|5|1970|75|"AA"|"Gustav Theodor; German physicist, psychologist, and philospher (1801-1887)."
"V"|"V"|"Fedchenko Patera"|-24.0|226.5|0.0|0.0|0.0|0.0|"E"|75.0|"UR"|"RU"|"V-39"|"I-2477"|5|1997|107|"PE"|"Olga; Russian botanist, explorer of Central Asia (1845-1921)."
"V"|"V"|"Fedorets"|59.7|65.6|59.6|59.6|65.1|65.1|"E"|57.6|"UR"|"SO"|"V-03"|"I-2490"|5|1985|64|"AA"|"Velentina; Soviet astronomer (1923-1976)."
"E"|"m"|"Fedorov"|28.2|-37.0|||||"E"|6.0|"UR"|"RU"|"LTO39B1"|"LTO-39B1"|5|1979|0|"AA"|"A.P.; Russian rocket scientist (1872-1920)."
"V"|"V"|"Fedosova Patera"|45.0|171.8|0.0|0.0|0.0|0.0|"E"|24.0|"UR"|"RU"|"V-13"|"I-2467"|5|1997|64|"PE"|"Irina; Russian folk poet (1831-1899). Changed from Fedosova crater."
"V"|"V"|"Fefafa Corona"|-24.8|210.8|-25.5|-24.3|210.2|211.5|"E"|100.0|"OC"|"PO"|"V-39"|"I-2477"|5|2003|127|"CR"|"Polynesian goddess of Earth, nature, and the life/death cycle."
"V"|"V"|"Felesta Fossae"|34.5|46.5|33.0|38.0|46.0|47.0|"E"|570.0|"AS"|"SC"|"V-09"|"I-2466"|5|1991|64|"FO"|"Amazon queen in Scythian epic tales."
"V"|"V"|"Felicia"|-19.8|226.5|0.0|0.0|0.0|0.0|"E"|11.5|"EU"|"LA"|"V-39"|"I-2477"|5|1994|82|"AA"|"First name from Latin."
"M"|"M"|"Felis Dorsa"|-22.1|65.9|-28.1|-15.0|60.9|71.0|"W"|783.0|"EU"|"LA"|"MC-18"|"I-2527"|5|1976|57|"DO"|"Classical albedo feature name."
"M"|"ME"|"Felis Dorsa"|-21.87|294.1|-27.83|-14.84|299.1|289.0|"E"|783.0|"EU"|"LA"|"MC-18"|"I-2527"|5|1976|57|"DO"|"Classical albedo feature name."
"E"|"m"|"Felix"|25.1|-25.4|||||"E"|1.0|"EU"|"LA"|"S-01"|"40 A4"|5|1979|0|"AA"|"Latin male name."
"M"|"M"|"Fenagh"|34.6|215.7|34.5|34.6|215.6|215.8|"W"|6.3|"EU"|"IR"|"MTM 35217"|"I-1750"|5|1991|36|"AA"|"Town in Ireland."
"M"|"ME"|"Fenagh"|34.3|144.3|34.2|34.3|144.4|144.2|"E"|6.3|"EU"|"IR"|"MTM 35217"|"I-1750"|5|1991|36|"AA"|"Town in Ireland."
"E"|"m"|"Feoktistov"|30.9|140.7|||||"E"|23.0|"UR"|"SO"|"LOC-4"|"LOC-4"|5|1970|0|"AA"|"Konstantin P.; Soviet cosmonaut (1926-Live)."
"V"|"V"|"Ferber"|26.4|12.9|26.4|26.4|13.0|13.0|"E"|23.1|"NA"|"AM"|"V-08"|"I-2466"|5|1991|99|"AA"|"Edna; American author (1887-1968)."
"U"|"mr"|"Ferdinand"|-34.8|202.1|||||"E"|17.0|"EU"|"GB"|"MIRAND"|"Unknown"|5|1988|85|"AA"|"Son of King of Naples; loves Miranda in \"The Tempest.\""
"E"|"m"|"Fermat"|-22.6|19.8|||||"E"|38.0|"EU"|"FR"|"LAC 96"|"LAC 96"|5|1935|66|"AA"|"Pierre De; French mathematician (1601-1665)."
"E"|"m"|"Fermi"|-19.3|122.6|||||"E"|183.0|"EU"|"IT"|"LTO83C4"|"LTO-83C4"|5|1970|0|"AA"|"Enrico; Italian-American physicist; Nobel laureate (1901-1954)."
"V"|"V"|"Fernandez"|76.2|17.2|76.2|76.5|17.1|17.1|"E"|23.7|"EU"|"SP"|"V-01"|"I-2490"|5|1985|46|"AA"|"M. A.; Spanish actress (18th century)."
"E"|"m"|"Fernelius"|-38.1|4.9|||||"E"|65.0|"EU"|"FR"|"LAC 112"|"LAC 112"|5|1935|68|"AA"|"Jean François; French doctor, astronomer (1497-1558)."
"V"|"V"|"Feronia Corona"|68.0|281.7|67.3|68.7|277.2|286.1|"E"|360.0|"EU"|"IT"|"V-06"|"I-2490"|5|1985|65|"CR"|"Ancient Italian goddess of spring and flowers."
"V"|"V"|"Ferrier"|15.7|111.3|15.8|15.8|111.3|111.3|"E"|29.1|"EU"|"EN"|"V-23"|"I-2467"|5|1991|99|"AA"|"Kathleen; English opera singer (1912-1953)."
"E"|"m"|"Fersman"|18.7|-126.0|||||"E"|151.0|"UR"|"SO"|"LOC-1"|"LOC-1"|5|1970|75|"AA"|"Aleksandr Yevgenyevich; Soviet geochemist (1883-1945)."
"V"|"V"|"Feruk"|-64.0|107.6|0.0|0.0|0.0|0.0|"E"|8.3|"UR"|"RU"|"V-57"|"Unknown"|5|1997|107|"AA"|"Nivkhi (Sakhalin Isl.) first name."
"E"|"m"|"Fesenkov"|-23.2|135.1|||||"E"|35.0|"UR"|"RU"|"LTO102A4"|"LTO-102A4"|5|1973|68|"AA"|"Vasilii Grigor\'evich; Russian astrophysicist (1889-1972)."
"M"|"M"|"Fesenkov"|21.8|86.7|21.1|22.5|85.9|87.4|"W"|87.0|"UR"|"RU"|"MC-10"|"I-2465"|5|1973|68|"AA"|"Vasilii G.; Russian astrophysicist (1889-1972)."
"M"|"ME"|"Fesenkov"|21.58|273.3|20.88|22.27|274.1|272.6|"E"|87.0|"UR"|"RU"|"MC-10"|"I-2465"|5|1973|68|"AA"|"Vasilii G.; Russian astrophysicist (1889-1972)."
"V"|"V"|"Festa"|11.5|27.2|11.5|11.5|27.2|27.2|"E"|35.3|"EU"|"IT"|"V-20"|"I-2466"|5|1991|0|"AA"|"Italian painter."
"H"|"H"|"Fet"|-4.9|179.9|||||"W"|24.0|"UR"|"RU"|"Unknown"|"I-1822"|5|1985|59|"AA"|"Afanasy Afanasyevich; Russian poet (1820-1892)."
"V"|"V"|"Fetu-ao Vallis"|-61.0|254.7|0.0|0.0|0.0|0.0|"E"|400.0|"OC"|"SA"|"V-60"|"I-2523"|5|1997|107|"VA"|"Samoan name for planet Venus."
"E"|"m"|"Feuillée"|27.4|-9.4|||||"E"|9.0|"EU"|"FR"|"LTO41A4"|"LTO-41A4"|5|1935|66|"AA"|"Louis; French natural scientist (1660-1732)."
"J"|"ca"|"Fili"|64.2|349.7|63.8|64.6|348.8|350.4|"W"|31.7|"EU"|"NS"|"GLOBAL"|"I-2770"|5|1979|17|"AA"|"Norse dwarf."
"J"|"ca"|"Fimbulthul Catena"|8.2|64.8|6.6|9.9|62.0|68.0|"W"|287.0|"EU"|"NS"|"JC-06"|"I-1887"|5|1997|136|"CA"|"Norse river."
"U"|"um"|"Fin"|-37.4|44.3|||||"E"|43.0|"EU"|"DE"|"UMBRIE"|"Unknown"|5|1988|86|"AA"|"Troll who helped build a church in Kallundburg, Zealand."
"A"|"id"|"Fingal"|-13.2|39.9|||||"E"|1.5|"EU"|"SC"|"Unknown"|"Unknown"|5|1997|55|"AA"|"Cave in the Hebrides."
"J"|"ca"|"Finnr"|15.5|4.3|14.6|16.3|3.3|5.2|"W"|80.0|"EU"|"NS"|"JC-06"|"I-1887"|5|1979|17|"AA"|"Norse dwarf."
"E"|"m"|"Finsch"|23.6|21.3|||||"E"|4.0|"EU"|"GE"|"LTO42C1"|"LTO-42C2"|5|1976|68|"AA"|"Otto Friedrich Hermann; German zoologist (1839-1917)."
"E"|"m"|"Finsen"|-42.0|-177.9|||||"E"|72.0|"EU"|"DE"|"LMP-2"|"LMP-2"|5|1979|0|"AA"|"Niels Ryberg; Danish phototherapist; Nobel laureate (1860-1904)."
"A"|"er"|"Finsen Dorsum"|-48.0|350.0|||||"W"|0.0|"AF"|"SA"|"Unknown"|"Unknown"|5|2003|168|"DO"|"William S.; South African astronomer, detected Eros\' elongated shape (1905-1979)."
"U"|"ar"|"Finvara"|-15.8|19.0|||||"E"|31.0|"EU"|"IR"|"ARIEL"|"Unknown"|5|1988|83|"AA"|"Irish king of spirits; provided horses and wine to men."
"V"|"V"|"Fiona"|5.0|166.6|0.0|0.0|0.0|0.0|"E"|3.5|"EU"|"CE"|"V-25"|"I-2467"|5|2003|109|"AA"|"Celtic first name."
"E"|"m"|"Firmicus"|7.3|63.4|||||"E"|56.0|"EU"|"RM"|"LTO62C1"|"LTO-62C1"|5|1935|89|"AA"|"Julius Maternus of Syracuse; Roman astrologer (fl. A.D. 330-354)."
"E"|"m"|"Firsov"|4.5|112.2|||||"E"|51.0|"UR"|"SO"|"LOC-3"|"LOC-3"|5|1970|0|"AA"|"Georgij Frolovich; Soviet rocketry engineer (1917-1960)."
"V"|"V"|"Firuza"|51.8|108.0|0.0|0.0|0.0|0.0|"E"|6.0|"AS"|"PE"|"V-03"|"Unknown"|5|1997|107|"AA"|"Persian first name."
"E"|"m"|"Fischer"|8.0|142.4|||||"E"|30.0|"EU"|"GE"|"LTO66B4"|"LTO-66B4"|5|1976|89|"AA"|"Emil Hermann; German chemist (1852-1919); Hans; German organic chemist (1881-1945)."
"E"|"m"|"Fitzgerald"|27.5|-171.7|||||"E"|110.0|"EU"|"IR"|"LOC-4"|"LOC-4"|5|1970|75|"AA"|"George Francis; Irish physicist (1851-1901)."
"E"|"m"|"Fizeau"|-58.6|-133.9|||||"E"|111.0|"EU"|"FR"|"LOC-1"|"LOC-1"|5|1970|89|"AA"|"Armand-Hippolyte-Loius; French physicist (1819-1896)."
"J"|"io"|"Fjorgynn Fluctus"|11.23|358.08|6.39|15.63|4.87|352.26|"W"|414.07|"EU"|"NS"|"Unknown"|"Unknown"|5|1997|27|"FL"|"Norse thunder god."
"E"|"m"|"Flag"|-9.0|15.5|||||"E"|0.0|"NA"|"AM"|"S-02"|"78 D2"|5|1973|60|"LF"|"Astronaut-named feature, Apollo 16 site."
"V"|"V"|"Flagstad"|-54.3|18.9|-54.3|-54.3|18.9|18.9|"E"|39.2|"EU"|"NO"|"V-56"|"I-2475"|5|1991|99|"AA"|"Kirsten; Norwegian opera singer (1895-1962)."
"E"|"m"|"Flammarion"|-3.4|-3.7|||||"E"|74.0|"EU"|"FR"|"LTO77A3"|"LTO-77A3"|5|1935|66|"AA"|"Camille; French astronomer (1842-1925)."
"M"|"M"|"Flammarion"|25.4|311.8|24.0|26.9|310.2|313.4|"W"|173.0|"EU"|"FR"|"MC-13"|"I-2484"|5|1973|68|"AA"|"Camille; French astronomer (1842-1925)."
"M"|"ME"|"Flammarion"|25.15|48.2|23.76|26.64|49.8|46.6|"E"|173.0|"EU"|"FR"|"MC-13"|"I-2484"|5|1973|68|"AA"|"Camille; French astronomer (1842-1925)."
"E"|"m"|"Flamsteed"|-4.5|-44.3|||||"E"|20.0|"EU"|"GB"|"LAC 75"|"LAC 75"|5|1935|89|"AA"|"John; British astronomer (1646-1719)."
"E"|"m"|"Flank"|-3.7|-17.4|||||"E"|0.0|"NA"|"AM"|"LAC 76"|"LAC 76"|5|1973|60|"LF"|"Astronaut-named feature, Apollo 14 site."
"M"|"M"|"Flat"|-25.7|19.6|-25.7|-25.6|19.6|19.6|"W"|2.5|"US"|"AL"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Alabama, USA."
"M"|"ME"|"Flat"|-25.45|340.4|-25.45|-25.35|340.4|340.4|"E"|2.5|"US"|"AL"|"MC-19"|"I-2531"|5|1976|36|"AA"|"Town in Alabama, USA."
"H"|"H"|"Flaubert"|-13.7|72.2|||||"W"|95.0|"EU"|"FR"|"Unknown"|"I-1822"|5|1985|59|"AA"|"Gustave; French novelist (1821-1880)."
"M"|"M"|"Flaugergues"|-17.0|340.8|-19.0|-14.9|338.8|343.0|"W"|245.0|"EU"|"FR"|"MC-20"|"I-2532"|5|1973|68|"AA"|"Honore; French astronomer (1755-1835)."
"M"|"ME"|"Flaugergues"|-16.82|19.2|-18.8|-14.74|21.2|17.0|"E"|245.0|"EU"|"FR"|"MC-20"|"I-2532"|5|1973|68|"AA"|"Honore; French astronomer (1755-1835)."
"E"|"m"|"Fleming"|15.0|109.6|||||"E"|106.0|"EU"|"GB"|"LOC-3"|"LOC-3"|5|1970|89|"AA"|"Alexander; British doctor, Nobel laureate (1881-1955); Williamina Paton; Scottish-born American astronomer (1857-1911)."
"V"|"V"|"Flidais Corona"|-24.5|177.3|0.0|0.0|0.0|0.0|"E"|150.0|"EU"|"CE"|"V-37"|"I-2476"|5|1997|83|"CR"|"Irish fertility goddess."
"M"|"M"|"Floq"|15.1|252.9|0.0|0.0|0.0|0.0|"W"|2.2|"EU"|"AL"|"MC-14NW"|"I-1427"|5|1988|36|"AA"|"Town in Albania."
"M"|"ME"|"Floq"|14.94|107.1|0.0|0.0|360.0|360.0|"E"|2.2|"EU"|"AL"|"MC-14NW"|"I-1427"|5|1988|36|"AA"|"Town in Albania."
"M"|"M"|"Flora"|-45.0|51.5|-45.1|-44.8|51.3|51.7|"W"|19.0|"US"|"MS"|"MC-26"|"I-2365"|5|1976|36|"AA"|"Town in Mississippi, USA."
"M"|"ME"|"Flora"|-44.68|308.5|-44.78|-44.48|308.7|308.3|"E"|19.0|"US"|"MS"|"MC-26"|"I-2365"|5|1976|36|"AA"|"Town in Mississippi, USA."
"V"|"V"|"Florence"|-15.2|85.0|0.0|0.0|0.0|0.0|"E"|10.5|"EU"|"EN"|"V-34"|"I-2476"|5|1997|107|"AA"|"English first name."
"E"|"m"|"Florensky"|25.3|131.5|||||"E"|71.0|"UR"|"SO"|""|"No Title"|5|1985|0|"AA"|"Kirill Pavlovich; Soviet geologist (1915-1982).  <em>Note: Formerly Vernadskiy B</em>"
"V"|"V"|"Flosshilde Farra"|10.5|279.4|0.0|0.0|0.0|0.0|"E"|75.0|"EU"|"GE"|"V-29"|"I-2457"|5|1994|83|"FR"|"German water nymph."
"V"|"V"|"Flutra"|-68.4|112.0|0.0|0.0|0.0|0.0|"E"|6.0|"EU"|"AL"|"V-57"|"Unknown"|5|1997|107|"AA"|"Albanian first name."
"J"|"io"|"Fo Patera"|40.79|192.25|40.16|41.42|193.2|191.23|"W"|47.15|"AS"|"CH"|"Unknown"|"Unknown"|5|1997|83|"PE"|"Chinese fire and sun god."
"E"|"m"|"Focas"|-33.7|-93.8|||||"E"|22.0|"EU"|"FR"|"LOC-1"|"LOC-1"|5|1970|199|"AA"|"Ionnas (Jean-Henri); Greek/French astronomer (1909-1969)."
"M"|"M"|"Focas"|33.9|347.3|33.2|34.5|346.6|348.1|"W"|76.5|"EU"|"FR"|"MC-05"|"I-2575"|5|1973|199|"AA"|"Jean H.; Greco-French astronomer (1909-1969)."
"M"|"ME"|"Focas"|33.6|12.7|32.9|34.2|13.4|11.9|"E"|76.5|"EU"|"FR"|"MC-05"|"I-2575"|5|1973|199|"AA"|"Jean H.; Greco-French astronomer (1909-1969)."
"E"|"m"|"Fontana"|-16.1|-56.6|||||"E"|31.0|"EU"|"IT"|"LAC 92"|"LAC 92"|5|1935|68|"AA"|"Francesco; Italian astronomer (c. 1585-1646)."
"M"|"M"|"Fontana"|-63.2|72.2|-63.8|-62.5|70.6|73.6|"W"|80.0|"EU"|"IT"|"MC-25"|"I-2368"|5|1973|68|"AA"|"Francesco; Italian astronomer (1585-1646)."
"M"|"ME"|"Fontana"|-62.94|287.8|-63.54|-62.23|289.4|286.4|"E"|80.0|"EU"|"IT"|"MC-25"|"I-2368"|5|1973|68|"AA"|"Francesco; Italian astronomer (1585-1646)."
"E"|"m"|"Fontenelle"|63.4|-18.9|||||"E"|38.0|"EU"|"FR"|"LAC 12"|"LAC 12"|5|1935|66|"AA"|"Bernard Le Bovier De; French astronomer (1657-1757)."
"V"|"V"|"Fonueha Planitia"|-44.0|48.0|0.0|0.0|0.0|0.0|"E"|3,000.0|"OC"|"SA"|"V-45"|"I-2475"|5|1997|107|"PL"|"Samoan folktale blind old woman who became the shark."
"V"|"V"|"Fornax Rupes"|30.3|201.1|27.3|33.7|199.1|202.9|"E"|729.0|"EU"|"RM"|"V-14"|"I-2457"|5|1985|83|"RU"|"Roman goddess of hearth and baking of bread."
"M"|"M"|"Foros"|-33.7|27.9|-33.9|-33.5|27.7|28.1|"W"|24.5|"UR"|"UK"|"MC-26"|"I-2365"|5|1979|36|"AA"|"Town in Ukraine."
"M"|"ME"|"Foros"|-33.4|332.1|-33.6|-33.2|332.3|331.9|"E"|24.5|"UR"|"UK"|"MC-26"|"I-2365"|5|1979|36|"AA"|"Town in Ukraine."
"M"|"M"|"Fortuna Fossae"|4.2|93.1|1.9|7.2|92.0|94.4|"W"|330.0|"EU"|"LA"|"MC-09"|"I-2458"|5|1985|57|"FO"|"Classical albedo feature name."
"M"|"ME"|"Fortuna Fossae"|4.15|266.9|1.88|7.12|268.0|265.6|"E"|330.0|"EU"|"LA"|"MC-09"|"I-2458"|5|1985|57|"FO"|"Classical albedo feature name."
"V"|"V"|"Fortuna Tessera"|69.9|45.1|65.0|70.3|14.7|82.1|"E"|2,801.0|"EU"|"RM"|"V-02"|"I-2490"|5|1985|1|"TE"|"Roman goddess of chance."
"V"|"V"|"Fossey"|2.0|188.7|0.0|0.0|0.0|0.0|"E"|30.4|"NA"|"AM"|"V-26"|"I-2457"|5|1994|89|"AA"|"Dian; American zoologist, conservationist (1932-1985)."
"E"|"m"|"Foster"|23.7|-141.5|||||"E"|33.0|"NA"|"CA"|"LOC-4"|"LOC-4"|5|1970|0|"AA"|"John Stuart; Canadian physicist (1890-1964)."
"V"|"V"|"Fotla Corona"|-58.5|163.5|0.0|0.0|0.0|0.0|"E"|150.0|"EU"|"CE"|"V-58"|"I-2523"|5|1994|83|"CR"|"Celtic fertility goddess."
"E"|"m"|"Foucault"|50.4|-39.7|||||"E"|23.0|"EU"|"FR"|"LAC 11"|"LAC 11"|5|1935|66|"AA"|"Leon; French physicist (1819-1868)."
"V"|"V"|"Fouquet"|-15.1|203.5|0.0|0.0|0.0|0.0|"E"|47.8|"EU"|"FR"|"V-38"|"I-2477"|5|1994|99|"AA"|"Marie; French medical writer, charity worker (17th century)."
"E"|"m"|"Fourier"|-30.3|-53.0|||||"E"|51.0|"EU"|"FR"|"LAC 92"|"LAC 92"|5|1935|66|"AA"|"Jean-Baptiste Joseph; French mathematician (1768-1830)."
"M"|"M"|"Fournier"|-4.4|287.4|-5.3|-3.4|286.5|288.4|"W"|118.0|"EU"|"FR"|"MC-21"|"I-2350"|5|1973|68|"AA"|"Georges; French astronomer (1881-1954)."
"M"|"ME"|"Fournier"|-4.35|72.6|-5.24|-3.36|73.5|71.6|"E"|118.0|"EU"|"FR"|"MC-21"|"I-2350"|5|1973|68|"AA"|"Georges; French astronomer (1881-1954)."
"E"|"m"|"Fowler"|42.3|-145.0|||||"E"|146.0|"EU"|"GB"|"LOC-4"|"LOC-4"|5|1970|68|"AA"|"Alfred; British astronomer (1868-1940); Ralph Howard; British mathematician; physicist (1889-1944)."
